customer_city,payment_value
terra de areia,1250.93
terra nova,267.93
terra nova do norte,499.35
terra rica,769.63
terra roxa,822.51
teutonia,1826.22
tiangua,2732.68
tibagi,386.07
tibau do sul,144.79
tiete,4792.73
tijucas,4144.17
timbauba,804.45
timbe do sul,262.92
timbo,4468.12
timburi,390.86
timon,1415.47
timoteo,8938.86
tiradentes,653.58
tiradentes do sul,67.7
tiros,218.66
tobias barreto,264.52
tocantinopolis,947.28
tocantins,778.49
tocos,381.47
tocos do moji,74.36
toledo,11688.66
tomar do geru,333.47
tomazina,411.31
tombos,420.1
tome-acu,50.62
toritama,1277.99
toropi,1682.98
torres,1833.3200000000002
torrinha,519.4200000000001
trabiju,279.91
tracuateua,39.61
tracunhaem,689.87
traipu,63.79
trairi,543.53
trajano de moraes,913.04
tramandai,3289.92
trancoso,995.1899999999999
travessao,510.42999999999995
travesseiro,32.71
tremembe,5462.7
tres arroios,236.8
tres barras,380.56
tres cachoeiras,831.42
tres coracoes,5476.22
tres coroas,910.48
tres de maio,2334.85
tres forquilhas,98.13
tres fronteiras,434.82
tres irmaos,171.20000000000002
tres lagoas,8547.88
tres marias,1095.9
tres passos,1503.72
tres pontas,2587.9900000000002
tres rios,8014.46
treviso,136.98
treze tilias,1159.36
trindade,8413.61
trindade do sul,3372.73
triunfo,2675.96
trombas,32.07
trombudo central,250.85999999999999
tubarao,12130.98
tucano,969.58
tucuma,585.23
tucunduva,437.36
tucurui,5756.65
tuiuti,60.85
tumiritinga,480.31
tunapolis,343.68
tunas do parana,233.3
tupa,7490.94
tupaciguara,1645.3700000000001
tupancireta,469.51
tupandi,361.04
tuparece,31.73
tuparendi,291.12
tuparetama,437.69
tupassi,32.38
tupi paulista,577.19
turmalina,1360.57
tururu,215.6
turvania,117.35000000000001
turvelandia,42.4
turvo,401.21000000000004
turvolandia,176.08999999999997
tutoia,556.87
uaua,473.03999999999996
uba,7733.99
ubai,61.73
ubaira,884.9100000000001
ubaitaba,667.9300000000001
ubajara,1414.63
ubaporanga,360.71
ubata,210.18
ubatuba,9536.95
uberaba,31881.58
uberlandia,55691.92
ubirajara,96.09
ubirata,751.43
uchoa,641.29
uibai,639.36
uirauna,285.36
ulianopolis,64.4
umbauba,315.39
umburanas,123.75
umburatiba,134.7
umuarama,6603.01
una,541.51
unai,8064.51
uniao,393.32
uniao da serra,33.6
uniao da vitoria,6037.75
uniao de minas,128.71
uniao do oeste,40.09
uniao do sul,249.2
uniao dos palmares,309.25
unistalda,64.47
upanema,1476.25
urai,334.39
urandi,767.8100000000001
urania,980.28
urbano santos,703.99
uruacu,2307.27
uruana,1355.95
uruana de minas,33.0
uruara,1199.13
urubici,378.58
uruburetama,87.8
urucania,200.33
urucuca,257.27
urucui,820.26
urucuia,168.29
urucurituba,242.94
uruguaiana,5460.4
uruoca,295.57
urupa,403.21
urupes,1313.27
urussanga,1083.08
urutai,184.79000000000002
utinga,396.97
vacaria,2768.2400000000002
valao do barro,86.54
vale do sol,37.09
vale real,264.34000000000003
valenca,12016.63
valenca do piaui,1268.65
valente,3614.1000000000004
valentim gentil,418.87
valinhos,25190.98
valparaiso,658.49
valparaiso de goias,6424.51
vanini,106.87
vargeao,520.65
vargem,101.5
vargem alegre,94.71
vargem alta,372.35
vargem bonita,826.27
vargem grande,137.01
vargem grande do rio pardo,365.98
vargem grande do soturno,111.02
vargem grande do sul,990.6800000000001
vargem grande paulista,5368.15
varginha,16022.51
varjao de minas,131.9
varjota,901.1800000000001
varre-sai,1035.37
varzea,150.18
varzea alegre,198.65
varzea da palma,2440.97
varzea do poco,73.83
varzea grande,7710.31
varzea nova,108.53
varzea paulista,12053.73
varzedo,65.53
varzelandia,131.44
vassouras,5309.87
vazante,1780.31
venancio aires,3352.84
venda branca,134.83
venda nova do imigrante,3171.23
ventania,209.88
venturosa,1297.06
vera,336.24
vera cruz,3212.0099999999998
vera cruz do oeste,488.34000000000003
veranopolis,2878.08
vere,848.97
vereda,356.65
verissimo,353.01
vermelho,116.79
vermelho novo,52.1
vertentes,49.62
vespasiano,6904.07
vespasiano correa,163.25
viamao,7987.71
viana,4782.41
vianopolis,616.76
vicencia,325.48
vicente dutra,31.22
vicentina,216.07
vicentinopolis,420.55
vicosa,18388.27
vicosa do ceara,43.79
victor graeff,181.25
videira,9246.03
vieiras,345.15
vigia,236.75
vila bela da santissima trindade,46.78
vila dos cabanos,597.67
vila flor,137.98
vila flores,462.5
vila langaro,191.91
vila muriqui,856.45
vila nelita,167.98000000000002
vila nova,117.19
vila nova do sul,101.34
vila pereira,109.21
vila reis,86.15
vila rica,335.36
vila valerio,1632.29
vila velha,54654.53
vilhena,2791.92
vinhedo,10382.01
viradouro,2480.93
virgem da lapa,864.44
virginia,54.13
virginopolis,737.12
virgolandia,413.44000000000005
visconde de maua,188.05
visconde do rio branco,1952.66
viseu,340.02
vista alegre,37.1
vista alegre do alto,327.66999999999996
vitoria,61487.64
vitoria da conquista,19252.21
vitoria das missoes,64.0
vitoria de santo antao,2988.47
vitoria do jari,137.27
vitoria do mearim,64.85
vitorino,67.23
vitorino freire,1744.3700000000001
vitorinos,105.37
volta grande,379.96000000000004
volta redonda,38606.53
votorantim,12085.64
votuporanga,9760.03
wagner,147.69
wanderley,333.11
wenceslau braz,250.51
wenceslau guimaraes,137.5
werneck,445.60999999999996
witmarsum,230.35
xambioa,429.76
xambre,547.74
xangri-la,1192.8700000000001
xanxere,4906.49
xapuri,445.89
xavantina,217.70999999999998
xaxim,1928.25
xexeu,126.16
xinguara,1608.51
xique-xique,230.56
zacarias,229.85
ze doca,878.9200000000001
zortea,137.57
